"user","adopt.idx","true.topic","true.decision","true.brand","item"
1,1,1,1,1,2
1,2,1,1,1,1
1,3,1,1,1,2
1,4,1,1,1,3
1,5,1,1,2,7
1,6,1,1,1,1
1,7,1,1,2,10
1,8,1,1,1,5
1,9,1,1,1,1
1,10,1,1,2,9
1,11,1,1,2,10
1,12,1,1,1,5
1,13,1,1,2,9
1,14,1,1,2,7
1,15,1,1,2,6
1,16,1,1,1,4
1,17,1,1,1,4
1,18,1,1,1,5
1,19,1,1,2,7
1,20,1,1,2,9
1,21,1,1,2,10
1,22,1,1,2,6
1,23,1,1,1,1
1,24,1,1,2,6
1,25,1,1,1,5
1,26,1,1,1,1
1,27,1,1,1,2
1,28,1,1,1,3
1,29,1,1,2,6
1,30,1,1,1,3
1,31,1,1,2,10
1,32,1,1,2,8
1,33,1,1,2,7
1,34,1,1,1,2
1,35,1,1,2,9
1,36,1,1,1,2
1,37,1,1,2,9
1,38,1,1,1,5
1,39,1,1,2,9
1,40,1,1,2,9
1,41,1,1,2,6
1,42,1,1,1,4
1,43,1,1,1,5
1,44,1,1,2,8
1,45,1,1,1,4
1,46,1,1,2,6
1,47,1,1,2,10
1,48,1,1,1,3
1,49,1,1,1,2
1,50,1,1,1,1
1,51,1,1,2,10
1,52,1,1,2,7
1,53,1,1,2,7
1,54,1,1,2,10
1,55,1,1,2,9
1,56,1,1,2,9
1,57,1,1,2,6
1,58,1,1,1,4
1,59,1,1,1,4
1,60,1,1,1,2
1,61,1,1,2,8
1,62,1,1,2,8
1,63,1,1,1,1
1,64,1,1,1,5
1,65,1,1,1,2
1,66,1,1,2,8
1,67,1,1,2,10
1,68,1,1,2,6
1,69,1,1,1,1
1,70,1,1,1,1
1,71,1,1,2,10
1,72,1,1,2,8
1,73,1,1,1,3
1,74,1,1,1,1
1,75,1,1,1,3
1,76,1,1,1,2
1,77,1,1,1,5
1,78,1,1,1,4
1,79,1,1,1,1
1,80,1,1,1,4
1,81,1,1,2,9
1,82,1,1,1,5
1,83,1,1,1,1
1,84,1,1,1,3
1,85,1,1,2,6
1,86,1,1,2,7
1,87,1,1,2,9
1,88,1,1,2,9
1,89,1,1,1,4
1,90,1,1,1,4
1,91,1,1,2,10
1,92,1,1,2,10
1,93,1,1,1,4
1,94,1,1,2,10
1,95,1,1,2,8
1,96,1,1,2,9
1,97,1,1,1,2
1,98,1,1,1,3
1,99,1,1,1,4
1,100,1,1,1,1
2,1,1,1,1,2
2,2,1,1,2,6
2,3,1,1,1,2
2,4,1,1,1,3
2,5,1,1,2,6
2,6,1,1,2,8
2,7,1,1,2,9
2,8,1,1,2,7
2,9,1,1,2,7
2,10,1,1,2,10
2,11,1,1,1,4
2,12,1,1,2,8
2,13,1,1,2,6
2,14,1,1,2,6
2,15,1,1,1,5
2,16,1,1,1,3
2,17,1,1,1,3
2,18,1,1,1,5
2,19,1,1,2,6
2,20,1,1,1,3
2,21,1,1,1,4
2,22,1,1,2,8
2,23,1,1,2,10
2,24,1,1,1,3
2,25,1,1,2,10
2,26,1,1,1,4
2,27,1,1,1,1
2,28,1,1,2,10
2,29,1,1,2,10
2,30,1,1,2,9
2,31,1,1,1,4
2,32,1,1,2,10
2,33,1,1,2,7
2,34,1,1,2,7
2,35,1,1,1,2
2,36,1,1,1,1
2,37,1,1,2,8
2,38,1,1,2,6
2,39,1,1,1,4
2,40,1,1,1,3
2,41,1,1,2,10
2,42,1,1,2,9
2,43,1,1,2,9
2,44,1,1,1,4
2,45,1,1,2,7
2,46,1,1,2,8
2,47,1,1,2,8
2,48,1,1,2,8
2,49,1,1,1,5
2,50,1,1,2,7
2,51,1,1,1,1
2,52,1,1,2,8
2,53,1,1,2,9
2,54,1,1,1,2
2,55,1,1,2,8
2,56,1,1,1,2
2,57,1,1,1,4
2,58,1,1,2,7
2,59,1,1,1,2
2,60,1,1,2,6
2,61,1,1,1,3
2,62,1,1,1,5
2,63,1,1,2,10
2,64,1,1,1,3
2,65,1,1,1,5
2,66,1,1,1,4
2,67,1,1,2,9
2,68,1,1,2,9
2,69,1,1,1,2
2,70,1,1,1,3
2,71,1,1,1,5
2,72,1,1,2,9
2,73,1,1,2,10
2,74,1,1,2,7
2,75,1,1,2,6
2,76,1,1,2,10
2,77,1,1,2,8
2,78,1,1,2,9
2,79,1,1,1,4
2,80,1,1,1,1
2,81,1,1,1,5
2,82,1,1,1,5
2,83,1,1,2,8
2,84,1,1,2,9
2,85,1,1,1,2
2,86,1,1,1,5
2,87,1,1,2,8
2,88,1,1,1,4
2,89,1,1,1,1
2,90,1,1,1,1
2,91,1,1,1,1
2,92,1,1,2,8
2,93,1,1,1,1
2,94,1,1,1,4
2,95,1,1,2,7
2,96,1,1,1,1
2,97,1,1,2,10
2,98,1,1,2,8
2,99,1,1,1,2
2,100,1,1,1,3
3,1,1,1,1,3
3,2,1,1,1,4
3,3,1,1,1,5
3,4,1,1,1,2
3,5,1,1,2,9
3,6,1,1,1,1
3,7,1,1,2,9
3,8,1,1,2,8
3,9,1,1,2,10
3,10,1,1,1,1
3,11,1,1,1,2
3,12,1,1,1,1
3,13,1,1,2,7
3,14,1,1,2,6
3,15,1,1,1,1
3,16,1,1,2,7
3,17,1,1,1,4
3,18,1,1,2,10
3,19,1,1,1,2
3,20,1,1,1,4
3,21,1,1,2,8
3,22,1,1,1,2
3,23,1,1,2,10
3,24,1,1,1,3
3,25,1,1,1,2
3,26,1,1,2,6
3,27,1,1,2,6
3,28,1,1,1,1
3,29,1,1,2,9
3,30,1,1,1,2
3,31,1,1,1,1
3,32,1,1,2,10
3,33,1,1,2,8
3,34,1,1,1,4
3,35,1,1,2,10
3,36,1,1,1,1
3,37,1,1,1,2
3,38,1,1,1,3
3,39,1,1,1,3
3,40,1,1,2,9
3,41,1,1,2,7
3,42,1,1,2,10
3,43,1,1,2,8
3,44,1,1,2,6
3,45,1,1,2,10
3,46,1,1,2,8
3,47,1,1,1,1
3,48,1,1,2,7
3,49,1,1,1,5
3,50,1,1,1,2
3,51,1,1,2,9
3,52,1,1,2,9
3,53,1,1,1,1
3,54,1,1,1,2
3,55,1,1,1,1
3,56,1,1,1,4
3,57,1,1,2,7
3,58,1,1,2,6
3,59,1,1,1,1
3,60,1,1,2,7
3,61,1,1,2,10
3,62,1,1,2,8
3,63,1,1,2,8
3,64,1,1,2,6
3,65,1,1,2,10
3,66,1,1,2,9
3,67,1,1,2,8
3,68,1,1,1,3
3,69,1,1,1,1
3,70,1,1,1,4
3,71,1,1,1,3
3,72,1,1,1,4
3,73,1,1,1,1
3,74,1,1,1,3
