"user","adopt.idx","true.topic","true.decision","true.brand","item"
1,1,2,1,3,11
1,2,4,1,7,34
1,3,4,1,8,39
1,4,3,1,5,25
1,5,3,1,6,29
1,6,4,1,7,33
1,7,3,1,5,25
1,8,3,1,5,21
1,9,3,1,6,26
1,10,3,1,6,26
1,11,2,1,3,13
1,12,1,1,1,3
1,13,4,1,8,38
1,14,4,1,8,39
1,15,3,1,6,28
1,16,4,1,7,33
1,17,1,1,2,9
1,18,2,1,4,20
1,19,4,1,8,39
1,20,1,1,1,5
1,21,2,1,4,17
1,22,1,1,1,3
1,23,1,1,2,7
1,24,2,1,3,14
1,25,2,1,3,13
1,26,2,1,4,18
1,27,1,1,1,2
1,28,1,1,1,1
1,29,1,1,1,2
1,30,2,1,3,15
1,31,2,1,3,12
1,32,4,1,7,31
1,33,1,1,1,4
1,34,2,1,3,14
1,35,4,1,8,40
1,36,1,1,2,10
1,37,3,1,6,29
1,38,1,1,2,6
1,39,1,1,1,4
1,40,4,1,8,38
1,41,4,1,8,38
1,42,2,1,4,16
1,43,3,1,5,21
1,44,1,1,1,5
1,45,2,1,4,19
1,46,2,1,4,18
1,47,4,1,7,32
1,48,2,1,3,15
1,49,4,1,7,33
1,50,4,1,7,31
1,51,4,1,8,38
1,52,2,1,4,20
1,53,4,1,7,31
1,54,3,1,6,26
1,55,3,1,6,27
1,56,1,1,2,8
1,57,2,1,4,20
1,58,1,1,1,3
1,59,2,1,4,20
1,60,3,1,5,25
1,61,2,1,4,19
1,62,1,1,2,9
1,63,1,1,2,6
1,64,3,1,6,29
1,65,2,1,4,19
1,66,4,1,7,33
1,67,1,1,2,7
1,68,2,1,4,17
1,69,4,1,7,31
1,70,4,1,8,37
1,71,4,1,8,39
1,72,1,1,2,10
1,73,1,1,2,6
1,74,3,1,5,25
1,75,2,1,3,12
1,76,3,1,5,24
1,77,2,1,3,15
1,78,1,1,1,1
1,79,4,1,8,36
1,80,1,1,2,10
1,81,2,1,4,20
1,82,3,1,5,24
1,83,3,1,6,27
1,84,2,1,3,11
1,85,2,1,3,13
1,86,4,1,8,38
1,87,2,1,4,18
1,88,4,1,8,39
1,89,4,1,7,31
1,90,3,1,5,24
1,91,2,1,4,16
1,92,1,1,1,2
1,93,4,1,8,36
1,94,2,1,3,14
1,95,1,1,2,9
1,96,4,1,7,35
1,97,3,1,6,29
1,98,1,1,2,6
1,99,3,1,6,29
1,100,4,1,7,31
1,101,3,1,6,30
1,102,2,1,4,20
1,103,3,1,6,28
1,104,2,1,4,17
1,105,2,1,3,11
1,106,1,1,2,6
1,107,2,1,4,20
1,108,4,1,7,31
1,109,1,1,1,1
1,110,1,1,1,4
1,111,1,1,2,8
1,112,3,1,6,26
1,113,3,1,5,24
1,114,4,1,7,35
1,115,3,1,5,21
1,116,3,1,5,23
1,117,3,1,6,27
1,118,3,1,6,29
1,119,4,1,7,32
1,120,4,1,8,37
1,121,4,1,8,39
1,122,2,1,4,19
1,123,2,1,4,16
1,124,2,1,3,13
1,125,1,1,2,8
1,126,1,1,2,8
1,127,4,1,7,33
1,128,1,1,2,10
1,129,1,1,2,8
1,130,1,1,2,6
1,131,1,1,1,5
1,132,3,1,6,27
1,133,4,1,7,35
1,134,2,1,4,16
1,135,2,1,4,20
1,136,1,1,2,8
1,137,1,1,2,7
1,138,2,1,3,14
1,139,3,1,5,22
1,140,1,1,1,5
1,141,2,1,3,13
1,142,1,1,2,9
1,143,3,1,6,28
1,144,2,1,3,13
1,145,3,1,6,26
1,146,2,1,4,17
1,147,2,1,4,18
1,148,3,1,6,30
1,149,3,1,5,25
1,150,1,1,1,4
1,151,2,1,4,17
1,152,2,1,3,14
1,153,3,1,5,25
1,154,1,1,2,10
1,155,4,1,7,33
1,156,3,1,5,21
1,157,3,1,6,28
1,158,3,1,5,24
1,159,2,1,3,11
1,160,3,1,6,29
1,161,4,1,7,35
1,162,3,1,6,26
1,163,4,1,8,36
1,164,2,1,4,16
1,165,3,1,5,22
1,166,2,1,3,13
1,167,3,1,6,28
1,168,2,1,3,15
1,169,2,1,4,18
1,170,3,1,6,28
1,171,4,1,7,32
1,172,4,1,8,38
1,173,2,1,4,20
1,174,2,1,3,15
1,175,4,1,8,37
1,176,3,1,6,26
1,177,4,1,8,40
1,178,2,1,4,19
1,179,2,1,4,18
1,180,3,1,6,27
1,181,1,1,2,9
1,182,3,1,5,23
1,183,1,1,1,2
1,184,4,1,8,39
1,185,3,1,6,30
1,186,3,1,5,23
1,187,2,1,3,13
1,188,4,1,8,39
1,189,2,1,3,13
1,190,2,1,4,19
1,191,1,1,1,5
1,192,1,1,2,9
1,193,2,1,3,12
1,194,2,1,4,18
1,195,1,1,2,6
1,196,3,1,5,25
1,197,1,1,1,3
1,198,3,1,5,23
1,199,2,1,3,11
1,200,2,1,4,17
1,201,4,1,8,40
1,202,4,1,7,34
1,203,2,1,3,11
1,204,4,1,8,36
1,205,3,1,6,26
1,206,3,1,5,22
1,207,1,1,1,1
1,208,2,1,3,15
1,209,2,1,3,13
1,210,3,1,5,25
1,211,3,1,6,28
1,212,4,1,7,32
1,213,3,1,6,29
1,214,2,1,4,17
1,215,3,1,5,22
1,216,1,1,1,4
1,217,2,1,3,11
1,218,2,1,3,12
1,219,1,1,1,3
1,220,4,1,7,32
1,221,1,1,2,7
1,222,4,1,8,38
1,223,3,1,5,23
1,224,3,1,6,27
1,225,1,1,2,6
1,226,3,1,6,26
1,227,2,1,4,19
1,228,3,1,6,26
1,229,2,1,3,11
1,230,4,1,8,38
1,231,4,1,7,33
1,232,3,1,5,25
1,233,2,1,4,20
1,234,1,1,1,5
1,235,3,1,5,25
1,236,2,1,4,20
1,237,3,1,5,21
1,238,4,1,7,34
1,239,1,1,1,2
1,240,2,1,3,11
1,241,2,1,3,11
1,242,4,1,8,39
1,243,4,1,8,36
1,244,4,1,8,37
1,245,3,1,5,23
1,246,4,1,7,35
1,247,3,1,6,29
1,248,3,1,5,21
1,249,2,1,3,11
1,250,2,1,4,17
1,251,1,1,2,7
1,252,3,1,5,23
1,253,4,1,7,33
1,254,1,1,2,8
1,255,1,1,2,6
1,256,1,1,2,8
1,257,4,1,8,40
1,258,3,1,6,26
1,259,4,1,8,36
1,260,2,1,3,13
1,261,1,1,2,9
1,262,3,1,5,22
1,263,4,1,7,34
1,264,1,1,1,5
1,265,2,1,3,13
1,266,1,1,1,1
1,267,1,1,1,3
1,268,2,1,3,12
1,269,1,1,1,3
1,270,1,1,2,10
1,271,1,1,1,3
1,272,3,1,6,28
1,273,2,1,3,13
1,274,1,1,1,5
1,275,1,1,2,10
1,276,4,1,7,34
1,277,4,1,8,36
1,278,4,1,7,34
1,279,4,1,7,31
1,280,1,1,1,5
1,281,1,1,1,2
1,282,4,1,8,40
1,283,4,1,7,34
1,284,1,1,1,2
1,285,4,1,7,32
1,286,3,1,6,27
1,287,3,1,6,26
1,288,2,1,3,12
1,289,1,1,1,1
1,290,1,1,1,1
1,291,2,1,4,17
1,292,2,1,3,12
1,293,2,1,4,18
1,294,2,1,3,15
1,295,3,1,5,23
1,296,1,1,1,3
1,297,2,1,4,20
1,298,4,1,8,37
1,299,4,1,7,31
1,300,1,1,1,5
